0	-0.736	0	6.614
2.653	-0.193	0.83	6.908
4.44	0.549	1.816	7.229
6.227	1.434	3.044	7.666
8.013	1.876	4.272	8.18
9.8	1.11	5.501	8.795
11.419	-0.917	6.729	9.317
12.76	-3.439	7.958	9.496
13.932	-6.022	9.186	9.139
15.049	-8.563	10.414	8.123
16.166	-11.048	11.531	6.612
17.394	-13.537	12.48	4.934
18.79	-16.006	13.374	3.194
20.297	-18.421	14.211	1.395
21.861	-20.825	14.993	-0.257
23.424	-23.241	15.775	-1.954
25.043	-25.704	16.612	-3.649
26.774	-28.17	17.506	-5.36
28.561	-30.451	18.455	-7.056
30.348	-32.535	19.516	-8.83
32.135	-34.418	20.577	-10.535
33.921	-36.173	21.582	-12.16
35.708	-37.834	22.642	-13.888
37.495	-39.456	23.759	-15.744
39.281	-41.128	24.82	-17.517
41.068	-42.839	25.881	-19.181
42.855	-44.559	26.998	-20.857
44.642	-46.098	28.17	-22.466
46.428	-47.386	29.399	-24.104
48.215	-48.423	30.627	-25.569
50.002	-49.249	31.855	-26.921
51.789	-49.76	33.084	-28.215
53.575	-49.672	34.312	-29.409
55.362	-48.644	35.541	-30.525
57.149	-46.663	36.769	-31.612
58.768	-44.183	37.997	-32.677
60.108	-41.751	39.226	-33.757
61.337	-39.263	40.454	-34.879
62.509	-36.745	41.682	-35.988
63.626	-34.244	42.911	-37.11
64.743	-31.664	44.139	-38.147
65.803	-29.141	45.368	-39.112
66.809	-26.659	46.596	-39.935
67.814	-24.098	47.824	-40.635
68.819	-21.564	49.053	-41.25
69.824	-19.055	50.281	-41.751
70.885	-16.491	51.51	-42.065
72.001	-13.998	52.738	-42.094
73.23	-11.485	53.966	-41.715
74.626	-8.921	55.195	-40.871
76.189	-6.408	56.423	-39.613
77.92	-3.954	57.596	-38.058
79.707	-1.722	58.657	-36.359
81.493	0.087	59.606	-34.688
83.28	1.316	60.499	-32.948
85.067	1.729	61.392	-31.119
86.854	1.075	62.23	-29.325
88.64	-0.468	63.012	-27.606
90.427	-2.292	63.793	-25.82
92.214	-3.703	64.575	-24.044
94.001	-4.347	65.387	-22.202
95.787	-4.146	66.125	-20.327
97.574	-3.133	66.926	-18.426
100	-1.966	67.585	-16.849
Nan	Nan	68.446	-14.881
Nan	Nan	69.131	-13.156
Nan	Nan	69.836	-11.382
Nan	Nan	70.605	-9.415
Nan	Nan	71.387	-7.662
Nan	Nan	72.225	-5.901
Nan	Nan	73.118	-4.15
Nan	Nan	74.067	-2.468
Nan	Nan	75.128	-0.729
Nan	Nan	76.301	0.994
Nan	Nan	77.529	2.582
Nan	Nan	78.757	4.062
Nan	Nan	79.986	5.392
Nan	Nan	81.214	6.564
Nan	Nan	82.443	7.508
Nan	Nan	83.671	8.145
Nan	Nan	84.899	8.395
Nan	Nan	86.128	8.202
Nan	Nan	87.356	7.594
Nan	Nan	88.584	6.643
Nan	Nan	89.813	5.542
Nan	Nan	91.041	4.491
Nan	Nan	92.27	3.669
Nan	Nan	93.498	3.197
Nan	Nan	94.726	3.104
Nan	Nan	95.955	3.447
Nan	Nan	97.183	4.162
Nan	Nan	98.412	5.106
Nan	Nan	100	5.964
